line,air_key,class_token,internal_class,flags,class_source,class_source_kind,class_sha256,java_major,super_class,spawn_declared_here,flight_models,flight_model_property_class,flight_model_verification,cockpit_classes,cockpit_property_class,missing_cockpit_classes,player_classification,mesh_names,status,findings
124,LaGG-3series1,air.LAGG_3SERIES1,com/maddox/il2/objects/air/LAGG_3SERIES1,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\B5A4CAF06AB7CAF4,loose,46F3904B40059221B13BDC83725555A9DFC92E8105C7575229243C42150A7222,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series4.fmd,com/maddox/il2/objects/air/LAGG_3SERIES1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES1,,player-capable-static,3do/plane/LaGG-3series1/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
125,LaGG-3series11,air.LAGG_3SERIES11,com/maddox/il2/objects/air/LAGG_3SERIES11,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\270A90EA1C18F9C4,loose,C94186324CEDEAF6DD59BFFE91769ED3FAED8F26EAA2F4566918E6F42A7C467E,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series4.fmd,com/maddox/il2/objects/air/LAGG_3SERIES11,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES11,,player-capable-static,3do/plane/LaGG-3series11/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
126,LaGG-3series29,air.LAGG_3SERIES29,com/maddox/il2/objects/air/LAGG_3SERIES29,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\60D4559EAA956F52,loose,0782E6762FCD62F9CAD03B03B98986B97BABDB3315A105D1A5CACFA418037701,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series29.fmd,com/maddox/il2/objects/air/LAGG_3SERIES29,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES29,,player-capable-static,3DO/Plane/LaGG-3series29/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
127,LaGG-3series35,air.LAGG_3SERIES35,com/maddox/il2/objects/air/LAGG_3SERIES35,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\91C657589EE0AAB0,loose,0F14905E831BB65EF571DE7B5C167BC4AF4262899B6AD455BAFE0CC894955D28,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series35.fmd,com/maddox/il2/objects/air/LAGG_3SERIES35,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES35,,player-capable-static,3DO/Plane/LaGG-3series35/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
128,LaGG-3series4,air.LAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES4,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\1F709298CCBFD1F4,loose,FC1FF51F0F4F6F7D16C9E2C2EB01D8B69C09CFC58477CEDD14FA9774AD697CCB,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series4.fmd,com/maddox/il2/objects/air/LAGG_3SERIES4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES4,com/maddox/il2/objects/air/LAGG_3SERIES4,,player-capable-static,3do/plane/LaGG-3series4/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
129,LaGG-3series66,air.LAGG_3SERIES66,com/maddox/il2/objects/air/LAGG_3SERIES66,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\FB85F72AC2970C34,loose,0A7BC13ABA11F1314B8BB0ED924365DE2380C562DA9D8F2F699CEC1172F0D368,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3series66.fmd,com/maddox/il2/objects/air/LAGG_3SERIES66,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES66,com/maddox/il2/objects/air/LAGG_3SERIES66,,player-capable-static,3do/plane/LaGG-3series66/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
130,La-5,air.LA_5,com/maddox/il2/objects/air/LA_5,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\89B170709F17691A,loose,9FFFB63378CE1AE6B205C5756FAFDCDEDAD794101E6574077BB31F087ED0B743,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-5.fmd,com/maddox/il2/objects/air/LA_5,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_5,com/maddox/il2/objects/air/LA_5,,player-capable-static,3DO/Plane/La-5(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
131,La-5F,air.LA_5F,com/maddox/il2/objects/air/LA_5F,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\B800370CDF35EF9C,loose,ACEBDAB5D8D413664E70D47FDA8A09C86D1111014C03CAEBC1E51028326210C0,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-5F.fmd,com/maddox/il2/objects/air/LA_5F,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_5FN,com/maddox/il2/objects/air/LA_5F,,player-capable-static,3DO/Plane/La-5F(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
132,La-5F_Early,air.LA_5FEarly,com/maddox/il2/objects/air/LA_5FEarly,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\97ACBA4A41310A5E,loose,CFE0BB7AE5577E1836A7C5AFC291E35F9A788A9ADA97555205C802BD1612E341,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-5FEarly.fmd,com/maddox/il2/objects/air/LA_5FEarly,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_5,com/maddox/il2/objects/air/LA_5FEarly,,player-capable-static,3DO/Plane/La-5(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
133,La-5FN,air.LA_5FN,com/maddox/il2/objects/air/LA_5FN,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\BF62B4C4857BA426,loose,874F7A3178ED5A59F19199BEC9176AC0DB42F019418D9EF43C1C89AC4BFB257C,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-5FN.fmd,com/maddox/il2/objects/air/LA_5FN,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_5FN,com/maddox/il2/objects/air/LA_5FN,,player-capable-static,3DO/Plane/La-5FN(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
134,La-7,air.LA_7,com/maddox/il2/objects/air/LA_7,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\1D6C779AE51849BA,loose,2AEC9B0C4E6BF9EE6F3477E0228B92E64373BFFE81FEE67E70D4B1C49F3FB9B5,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-7.fmd,com/maddox/il2/objects/air/LA_7,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_7,com/maddox/il2/objects/air/LA_7,,player-capable-static,3DO/Plane/La-7(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
135,La-73xB20,air.LA_7B20,com/maddox/il2/objects/air/LA_7B20,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\37354C968500157A,loose,A3ED2C2562DCDF9229AAF1D00B97339DF65BE797D9B056DF9D2FA09E430BFA6F,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-7.fmd,com/maddox/il2/objects/air/LA_7B20,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_7B20,com/maddox/il2/objects/air/LA_7B20,,player-capable-static,3DO/Plane/La-7(3xB20)(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
136,La-7R,air.LA_7R,com/maddox/il2/objects/air/LA_7R,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\LA_7R.class,selector-dump,2F91D44CFD36D429BDA70359A310151A5E1BCE7D4307699281BFFF971E45F0C1,47,com/maddox/il2/objects/air/LA_X,True,FlightModels/La-7R.fmd,com/maddox/il2/objects/air/LA_7R,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLA_7R,com/maddox/il2/objects/air/LA_7R,,player-capable-static,3DO/Plane/La-7R(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
137,P2V-5,air.P2V5,com/maddox/il2/objects/air/P2V5,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\2B0CDA5C2910F3F6,loose,4D1E7D6AF1BAD712EBA740D88423D04EE016B6B0B7DB8B8701A4D61569C82067,47,com/maddox/il2/objects/air/P2V,True,FlightModels/P-2V.fmd,com/maddox/il2/objects/air/P2V5,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP2V5 | com/maddox/il2/objects/air/CockpitP2V5_Bombardier | com/maddox/il2/objects/air/CockpitP2V5_FGunner | com/maddox/il2/objects/air/CockpitP2V5_TGunner,com/maddox/il2/objects/air/P2V5,,player-capable-static,3DO/Plane/P2V5(Multi1)/hier.him | 3DO/Plane/P2V5(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
138,P-38J,air.P_38J,com/maddox/il2/objects/air/P_38J,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_38J.class,selector-dump,D275D7D0FBABD9192BCCDE860A98D6EBD67D6065C73871B2105B2082D70B8B28,47,com/maddox/il2/objects/air/P_38,True,FlightModels/P-38J.fmd,com/maddox/il2/objects/air/P_38J,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_38J,com/maddox/il2/objects/air/P_38J,,player-capable-static,3DO/Plane/P-38J(Multi1)/hier.him | 3DO/Plane/P-38J(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
139,P-38L,air.P_38L,com/maddox/il2/objects/air/P_38L,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_38L.class,selector-dump,FCCB7B2C911F3FCD2251F44FB1F83A299F03A44E8248273EE518E54428E870F3,47,com/maddox/il2/objects/air/P_38,True,FlightModels/P-38L.fmd,com/maddox/il2/objects/air/P_38L,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_38J,com/maddox/il2/objects/air/P_38L,,player-capable-static,3DO/Plane/P-38L(Multi1)/hier.him | 3DO/Plane/P-38L(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
140,P-38L_Late,air.P_38LLate,com/maddox/il2/objects/air/P_38LLate,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_38LLate.class,selector-dump,8504F825B1004CFEAB9D343912DA89CB5DA58963B1DC3C5547A8E48D8E81B743,47,com/maddox/il2/objects/air/P_38,True,FlightModels/P-38LLate.fmd,com/maddox/il2/objects/air/P_38LLate,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_38J,com/maddox/il2/objects/air/P_38LLate,,player-capable-static,3DO/Plane/P-38L(Multi1)/hier.him | 3DO/Plane/P-38L(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
141,P-80A,air.P_80A,com/maddox/il2/objects/air/P_80A,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_80A.class,selector-dump,F1CC0BAABF400A24CD2A07C0E89A09B68A0F002ED169B0E0BD598474A9BB4AD5,47,com/maddox/il2/objects/air/P_80,True,FlightModels/P-80A.fmd,com/maddox/il2/objects/air/P_80A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYP_80,com/maddox/il2/objects/air/P_80A,,player-capable-static,3DO/Plane/P-80(Multi1)/hier.him | 3DO/Plane/P-80(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
142,F-80A,air.F_80A,com/maddox/il2/objects/air/F_80A,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\1FBC3CF814E9AEAC,loose,269224B052ED10ECC31527AFB83ECBBD2CA36492DAA553ADFBE1FD2DF8D6EB25,47,com/maddox/il2/objects/air/X_80,True,FlightModels/P-80A.fmd,com/maddox/il2/objects/air/F_80A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF_80A,com/maddox/il2/objects/air/F_80A,,player-capable-static,3DO/Plane/P-80A/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
143,RF-80A,air.RF_80A,com/maddox/il2/objects/air/RF_80A,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\57F73CE8E473B08A,loose,2E16B72011942E1F991C2F0D18C5E89CAE1670094778A6F2C228F52935A7775E,47,com/maddox/il2/objects/air/P_80,True,FlightModels/P-80C.fmd,com/maddox/il2/objects/air/RF_80A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitRF_80A,com/maddox/il2/objects/air/RF_80A,,player-capable-static,3DO/Plane/RF-80A/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
144,Li-2,air.LI_2,com/maddox/il2/objects/air/LI_2,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\D9BD5800A7680B0C,loose,D38B91DC257926CC65A883E06D08458BF7FA5FD8E6859B23954D5B0300498FB9,47,com/maddox/il2/objects/air/Scheme2,True,FlightModels/Li-2.fmd,com/maddox/il2/objects/air/LI_2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLI2 | com/maddox/il2/objects/air/CockpitLI2_TGunner,com/maddox/il2/objects/air/LI_2,,player-capable-static,3do/plane/Li-2/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
145,Magister,air.MagisterM14A,com/maddox/il2/objects/air/MagisterM14A,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\64ED13B0FF8AA606,loose,4A644A597AC608D3241ECB1CC88C2A2862CA095123DF4A9699E60889D1910F7D,47,com/maddox/il2/objects/air/Magister,True,FlightModels/MagM14A.fmd,com/maddox/il2/objects/air/MagisterM14A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMagisterM14A,com/maddox/il2/objects/air/MagisterM14A,,player-capable-static,3DO/Plane/Magister(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
146,I-250,air.I_250,com/maddox/il2/objects/air/I_250,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\I_250.class,selector-dump,9E31707B39B80983EF88C45E0BCC54A6A0A7723A331111EFA72F444665F6BD12,47,com/maddox/il2/objects/air/Scheme2,True,FlightModels/I-250.fmd,com/maddox/il2/objects/air/I_250,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitI_250,com/maddox/il2/objects/air/I_250,,player-capable-static,3DO/Plane/I-250(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
147,MiG-3,air.MIG_3EARLY,com/maddox/il2/objects/air/MIG_3EARLY,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\57F9C7A80E286F4C,loose,FE11ECC2BBCFA8CB486ECD36530FA358FF7FE938F2606FEB7E8F03636B5EAC5C,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3.fmd,com/maddox/il2/objects/air/MIG_3EARLY,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3,com/maddox/il2/objects/air/MIG_3EARLY,,player-capable-static,3do/plane/MIG-3(Multi1)/hier.him | 3do/plane/MIG-3/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
148,MiG-3-2xShVAK,air.MIG_3SHVAK,com/maddox/il2/objects/air/MIG_3SHVAK,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E36ED1560D9C75FA,loose,B1E15D97D11CE00F80A509EB4FDB9473D9CC10E2D7B87FF897CCC80080519E4E,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3ud.fmd,com/maddox/il2/objects/air/MIG_3SHVAK,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3UB,com/maddox/il2/objects/air/MIG_3SHVAK,,player-capable-static,3DO/Plane/MiG-3ShVAK(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
149,MiG-3-2xUB,air.MIG_3UB,com/maddox/il2/objects/air/MIG_3UB,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\F6F293F84D239C10,loose,6D1CBE2035A8DB8D57D05CA3D6FBF18CF353D37C6054DC23FBFCFCDB8B5A417C,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3ud.fmd,com/maddox/il2/objects/air/MIG_3UB,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3UB,com/maddox/il2/objects/air/MIG_3UB,,player-capable-static,3DO/Plane/MiG-3ShVAK(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
150,MiG-3-AM-38,air.MIG_3AM38,com/maddox/il2/objects/air/MIG_3AM38,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\6731DB92CF336A9C,loose,EB5910DC53D32A0D08083EA73D346BC20665E17E46AC30165BA5D76E903B391B,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3AM-38.fmd,com/maddox/il2/objects/air/MIG_3AM38,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3,com/maddox/il2/objects/air/MIG_3AM38,,player-capable-static,3DO/Plane/MiG-3AM-38(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
151,MiG-3U,air.MIG_3U,com/maddox/il2/objects/air/MIG_3U,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MIG_3U.class,selector-dump,15B39D98C08C492A5EC5ED930FE799C431F9A7051D28CDEC24B69B01CA625463,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3U.fmd,com/maddox/il2/objects/air/MIG_3U,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3U,com/maddox/il2/objects/air/MIG_3U,,player-capable-static,3DO/Plane/MIG-3U(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
152,MiG-3ud,air.MIG_3UD,com/maddox/il2/objects/air/MIG_3UD,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\EB6D99E0A59F5276,loose,81F90AF5179668E99BC918956B1BA0D6AFC764D165BE3E696951A89DD08F87EA,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3ud.fmd,com/maddox/il2/objects/air/MIG_3UD,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3,com/maddox/il2/objects/air/MIG_3UD,,player-capable-static,3do/plane/MIG-3ud(Multi1)/hier.him | 3do/plane/MIG-3ud/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
153,MiG-3udfm,air.MIG_3UDFM,com/maddox/il2/objects/air/MIG_3UDFM,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\A8AEE7F43EC5F0A8,loose,624FB75FA68D2ECCADD21321947C84C1847038B2E3AEBC1FEF761EF2BA14784A,47,com/maddox/il2/objects/air/MIG_3,True,FlightModels/MiG-3ud_fm.fmd,com/maddox/il2/objects/air/MIG_3UDFM,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_3op,com/maddox/il2/objects/air/MIG_3UDFM,,player-capable-static,3do/plane/MIG-3ud_fm/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
154,MiG-9FS,air.MIG_9FS,com/maddox/il2/objects/air/MIG_9FS,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\DB1A85D65C9F8BA6,loose,517EAA866441AC218CDF2CDD916C99D06C4445033DB058888A8EB6FA09D26EF8,47,com/maddox/il2/objects/air/MIG_9,True,FlightModels/MiG-9.fmd,com/maddox/il2/objects/air/MIG_9FS,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_9,com/maddox/il2/objects/air/MIG_9FS,,player-capable-static,3DO/Plane/MiG-9FS(Multi1)/hier.him | 3DO/Plane/MiG-9FS(cc)/hier.him | 3DO/Plane/MiG-9FS(ru)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
155,MiG-9protoF-2,air.MIG_9_I_300,com/maddox/il2/objects/air/MIG_9_I_300,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\71843B363629961A,loose,C46A438509C544E407FAC4AF2FEA67396043CBDB684CADA9A0CFD2D3DEEA389C,47,com/maddox/il2/objects/air/MIG_9,True,FlightModels/MiG-9.fmd,com/maddox/il2/objects/air/MIG_9_I_300,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_9,com/maddox/il2/objects/air/MIG_9_I_300,,player-capable-static,3DO/Plane/MiG-9(F-2)(Multi1)/hier.him | 3DO/Plane/MiG-9(F-2)(cc)/hier.him | 3DO/Plane/MiG-9(F-2)(ru)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
156,MiG-15,air.MIG_15,com/maddox/il2/objects/air/MIG_15,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\A73E13D2B04BEF2A,loose,362151E93FB9067321E6473E118782B1F831210AD71136A7BD9EA5F217E5B1BE,46,com/maddox/il2/objects/air/DO_335,True,FlightModels/He-162C.fmd,com/maddox/il2/objects/air/MIG_15,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMIG_15,com/maddox/il2/objects/air/MIG_15,,player-capable-static,3DO/Plane/MiG-15(Multi1)/hier.him | 3DO/Plane/MiG-15(ru)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
157,B-25C-25NA,air.B_25C25,com/maddox/il2/objects/air/B_25C25,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\4CE938626653AF2A,loose,8772F569441B764974E63376882718C1CDA31605AB0E79A79F90744E407676CF,47,com/maddox/il2/objects/air/B_25,True,FlightModels/B-25C.fmd,com/maddox/il2/objects/air/B_25C25,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitB25C25 | com/maddox/il2/objects/air/CockpitB25C25_Bombardier | com/maddox/il2/objects/air/CockpitB25C25_FGunner | com/maddox/il2/objects/air/CockpitB25C25_TGunner,com/maddox/il2/objects/air/B_25C25,,player-capable-static,3DO/Plane/B-25C-25(Multi1)/hier.him | 3DO/Plane/B-25C-25(USA)/hier.him | 3DO/Plane/B-25C-25(ru)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
158,B-25G-1NA,air.B_25G1,com/maddox/il2/objects/air/B_25G1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\24F486F2DC21A152,loose,CB7E8A85C6926BFF0F2B6213BB0CA9A5160E0DE630CA31E2AD41291D04E84263,47,com/maddox/il2/objects/air/B_25,True,FlightModels/B-25G.fmd,com/maddox/il2/objects/air/B_25G1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitB25G1 | com/maddox/il2/objects/air/CockpitB25G1_TGunner,com/maddox/il2/objects/air/B_25G1,,player-capable-static,3DO/Plane/B-25G-1(Multi1)/hier.him | 3DO/Plane/B-25G-1(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
159,B-25H-1NA,air.B_25H1,com/maddox/il2/objects/air/B_25H1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\3CB0364AAEA0B3B6,loose,D232E9054C24104A07DDBAA154F19AB259BD6E0E660AD6AB9FBE6E378E33A179,47,com/maddox/il2/objects/air/B_25,True,FlightModels/B-25H.fmd,com/maddox/il2/objects/air/B_25H1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitB25H1 | com/maddox/il2/objects/air/CockpitB25H1_AGunner | com/maddox/il2/objects/air/CockpitB25H1_TGunner,com/maddox/il2/objects/air/B_25H1,,player-capable-static,3DO/Plane/B-25H-1(Multi1)/hier.him | 3DO/Plane/B-25H-1(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
